OS_PLATFORM,MODEL,DV_MODEL,CO2_FOOTPRINT,USER_COUNTRY_CD,USER_ID_ENCRYPTED,EMPLOYEE_TYPE,DEVICECAPACITY
17.4,IPHONE 14,IPHONE 14,61,US,SILLGTS[,EMP - Regular,128
17.3,IPAD PRO 11-INCH,IPAD PRO 11-INCH 1ST GEN,128,US,YM[QG^,EMP - Regular,256
17.4,IPHONE 14,IPHONE 14,61,CH,VIUFH,EMP - Regular,128
16.7.5,IPHONE 8,IPHONE 8,71,CH,EM]WIPS:,EMP - Regular,256
17.3.1,IPHONE 14,IPHONE 14,61,RS,GRXVJRT9,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,CZ,EI[XGZ,EMP - Regular,128
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,CH,V\XOG,EMP - Temporary,128
16.7,IPHONE 13,IPHONE 13,64,CH,PQURKI,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,71,US,[]T:,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,71,US,OI^VGK,EMP - Regular,256
17.4,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,US,OQ[EP:,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,71,US,WZNZUZF[,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,US,PMUSIIS[,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,VWVQKZGP,EMP - Regular,64
17.4,IPHONE 13,IPHONE 13,64,US,OQ^V9=,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,71,US,KWXKKVSK,EMP - Regular,256
17.3.1,IPHONE XR,IPHONE XR,62,ES,UIVSYKBZ,EMP - Regular,64
16.7,IPHONE 8,IPHONE 8,71,US,GZJOKR5,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,US,SMLOS:,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,US,YMWIMIB9,EMP - Regular,128
17.4,IPAD (9TH GENERATION,IPAD 9TH GEN,84,ES,FI[FGTMR,EMP - Regular,256
16.7.5,IPAD 9.7-INCH. 5TH G,IPAD 5TH GEN 9.7-INCH,,US,KIcIR_PR,EMP - Regular,128
17.3.1,IPAD PRO 11-INCH,IPAD PRO 11-INCH 1ST GEN,128,US,PKOEJLS:,EMP - Regular,256
17.4,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,121,CH,RTXJL[,EMP - Regular,256
16.7,IPHONE 14,IPHONE 14,61,FI,M]WOQISR,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,71,ZA,PWJLRWMU,EMP - Regular,256
17.4,IPHONE 14,IPHONE 14,61,NO,O]WHHaU,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,US,PIWK7,EMP - Regular,128
17.4,IPHONE 11,IPHONE 11,77,CH,DV]STaN:,EMP - Regular,128
17.3,IPHONE XR,IPHONE XR,62,US,WWXPKaB,EMP - Regular,128
16.7.6,IPHONE 8,IPHONE 8,57,DE,NI^JLUK:,EMP - Regular,64
17.4,IPHONE 13 PRO,IPHONE 13 PRO,69,US,UW\ZGTMR,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CA,V\UE[ZI:,EMP - Regular,128
16.6.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,HU,DTUINWG[,EMP - Regular,64
17.3.1,IPHONE 11,IPHONE 11,77,IN,YMNVGXB9,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CH,DJ[MKTB,EMP - Regular,128
16.6.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,KMWXXQDU,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,70,CA,QMUWUVJW,EMP - Regular,64
17.3.1,IPAD PRO 12.9-INCH.,IPAD PRO 12.9-INCH,,US,KWUXG:,EMP - Regular,256
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,46,DE,KI[XSIT<,EMP - Regular,64
17.4,IPHONE 13,IPHONE 13,64,LB,GQJFX,EMP - Regular,128
17.3,IPHONE 13,IPHONE 13,64,CH,V\XGQQC9,EMP - Regular,128
17.2.1,IPHONE XR,IPHONE XR,62,GB,GM\MSWO^,EMP - Regular,128
17.1.2,IPAD 7TH GEN 10.2-IN,IPAD 7TH GEN 10.2-INCH,93,BE,VIKPUVO,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,CH,VKQEK\[V,EMP - Regular,128
17.3.1,IPHONE 11,IPHONE 11,77,MY,PWQHTWSa,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,CH,NILLRMSI,EMP - Regular,128
16.7,IPHONE 12,IPHONE 12,75,ES,PW[ERZPI,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,EC,VXNVGV[O,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,CH,KMRR`ME,EMP - Regular,128
16.7,IPHONE 12,IPHONE 12,75,CI,IIUP_,EMP - Regular,128
16.7,IPHONE 12,IPHONE 12,,ES,JWVI`[28,EMP - Regular,
17.4,IPHONE 12,IPHONE 12,75,CN,P]\6,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,85,TR,J]cIXW,EMP - Regular,256
17.4,IPHONE 12,IPHONE 12,75,CH,HZWMX9,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,DK,IIUOKVCU,EMP - Regular,128
16.7.5,IPHONE 8,IPHONE 8,,CH,VQNKSIOI,EMP - Regular,128
17.4,IPAD PRO 11-INCH,IPAD PRO 11-INCH 1ST GEN,128,CH,IZN]M,EMP - Regular,256
17.3.1,IPHONE 11,IPHONE 11,77,CN,K]JRMP99,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,UWMVOL6:,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,UWKMT[O:,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,CH,KW[Q[\IR,EMP - Regular,128
17.3.1,IPAD PRO 12.9-INCH 5,IPAD PRO 12.9-INCH 5TH GEN,,CH,KW[Q[\IR,EMP - Regular,
17.4,IPHONE 14,IPHONE 14,61,CH,OQ`6,EMP - Regular,128
17.4,IPAD 7TH GEN 10.2-IN,IPAD 7TH GEN 10.2-INCH,93,CN,Z]`:9,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,US,VIWH`,EMP - Regular,128
17.3.1,IPAD PRO 12.9-INCH 6,IPAD PRO 12.9-INCH 6TH GEN,142,CH,WW[XKTMZ,EMP - Regular,256
17.4,IPHONE 14,IPHONE 14,61,FI,UI^WYQU,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,CA,JW\WU,EMP - Regular,128
17.3.1,IPHONE 14 PLUS,IPHONE 14 PLUS,75,KW,MWbV7,CW - Contractor,256
17.4,IPHONE 14,IPHONE 14,61,CH,Q\RRO[N,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,CH,KI[GU]SI,EMP - Regular,128
17.3.1,IPAD PRO 10.5-INCH,IPAD PRO 10.5-INCH,,HN,PMWHUbB;,EMP - Regular,256
17.3.1,IPHONE XR,IPHONE XR,62,MY,WIWG<:,EMP - Regular,64
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,YWWEYKI[,EMP - Regular,128
17.3,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,121,CH,NZJISMSN,EMP - Regular,256
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,US,PI[OO[PL,EMP - Regular,128
17.2.1,IPHONE 14,IPHONE 14,61,AT,MM\GNSPL,EMP - Regular,128
17.3.1,IPHONE 14,IPHONE 14,61,CH,VKQYHMS:,EMP - Regular,128
17.1.2,IPHONE 12,IPHONE 12,75,ES,VWVQKZO;,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,ES,JIUETZ2,EMP - Regular,128
17.3.1,IPHONE 11,IPHONE 11,72,CO,H[YMTWQ;,EMP - Regular,64
17.3.1,IPHONE 12,IPHONE 12,75,UNKNOWN,XVTRU_O,Unknown,128
17.4,IPHONE 11,IPHONE 11,77,GB,IZRWHaH,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,CH,OMQPKU,EMP - Regular,128
17.2.1,IPHONE 12,IPHONE 12,,US,EM[XUTBS,EMP - Regular,
17.4,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,130,CH,VKQRKQL?,EMP - Regular,256
17.3.1,IPHONE 12,IPHONE 12,75,CH,J]NV[M[O,EMP - Regular,128
16.7,IPHONE 12,IPHONE 12,,ES,FMJHKRPU,EMP - Regular,
16.7,IPHONE 12,IPHONE 12,75,US,EIRPKaN>,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,CN,MQWI,EMP - Regular,128
17.3.1,IPAD AIR 3RD GEN (WI,IPAD AIR 3RD GEN,86,CN,\IWKYA5,EMP - Regular,64
17.4,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,,CA,ZI]ETIB<,EMP - Regular,128
16.7,IPHONE 12,IPHONE 12,75,ES,JI[GOIN;,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,,BE,UWWWSIOS,EMP - Regular,
17.1.2,IPHONE 12,IPHONE 12,,ES,UWVIXWTZ,EMP - Regular,
17.3.1,IPAD 7TH GEN 10.2-IN,IPAD 7TH GEN 10.2-INCH,93,CN,PIX]8=,EMP - Regular,128
16.7,IPHONE 12,IPHONE 12,75,ES,GQJ^MWOI,EMP - Regular,128
17.3.1,IPAD PRO 11-INCH,IPAD PRO 11-INCH 1ST GEN,128,CH,R]TROVFT,EMP - Temporary,256
16.7,IPHONE 12,IPHONE 12,85,SG,PIQITLS9,EMP - Regular,256
17.4,IPHONE XR,IPHONE XR,62,CH,QQLSRIS9,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,CH,VKQ[GU4;,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,OaXR],EMP - Regular,128
17.3,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,VQPRUZJI,EMP - Regular,128
17.2,IPAD PRO 12.9-INCH.,IPAD PRO 12.9-INCH,,KR,NQV]:A,EMP - Regular,
17.3.1,IPHONE 11,IPHONE 11,72,CA,U]WRKTT\,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,CH,OWYI`I7:,EMP - Regular,128
17.3,IPAD 7TH GEN 10.2-IN,IPAD 7TH GEN 10.2-INCH,93,CN,VPJSH;,EMP - Regular,128
17.3.1,IPAD 7TH GEN 10.2-IN,IPAD 7TH GEN 10.2-INCH,93,CN,Z]V:8,EMP - Regular,128
17.4,IPHONE 11,IPHONE 11,77,GB,EIJHV,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,NTJQGZB,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,CH,FI\XUU,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,VW[KKVGU,EMP - Temporary,64
17.4,IPHONE 12,IPHONE 12,75,CH,IM[RGN3?,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,JWURU[LS,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,US,NMNKGVN,EMP - Regular,128
17.2.1,IPHONE 13,IPHONE 13,64,US,PILEYQF9,EMP - Regular,128
17.0.3,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,US,PILEYQF9,EMP - Regular,256
17.3.1,IPHONE 12,IPHONE 12,70,CA,FPXMP=1,EMP - Regular,64
17.3.1,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,US,VKJPOIH,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,CN,VPR\99,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,71,NL,YIWP_VES,EMP - Regular,256
17.3.1,IPHONE 13,IPHONE 13,64,CH,JZRQSM3,EMP - Regular,128
17.2.1,IPHONE 13 PRO,IPHONE 13 PRO,76,CH,R^NWKVIK,EMP - Regular,256
17.3.1,IPAD PRO 11-INCH,IPAD PRO 11-INCH 1ST GEN,128,DE,PMbIXPVU,EMP - Regular,256
17.4,IPHONE 11,IPHONE 11,77,CH,OM_]I;,EMP - Regular,128
17.2.1,IPHONE 13,IPHONE 13,64,US,EPJZYISR,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,US,UMbRUTDA,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,70,PL,]QNXKSB,EMP - Regular,64
17.4,IPHONE 11,IPHONE 11,77,DE,E]\GKUJZ,EMP - Regular,128
17.4,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,130,DE,O]RKI,EMP - Regular,256
17.4,IPHONE 11,IPHONE 11,77,DE,PWLMMMNI,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,VKQYR[2;,EMP - Regular,128
17.4,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,US,DL[MKVOU,EMP - Regular,256
17.4,IPHONE 11,IPHONE 11,77,US,SI]V[U,EMP - Regular,128
16.7,IPHONE 13,IPHONE 13,64,US,GMWRO[H_,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,CN,]PJRI91<,EMP - Regular,128
17.3.1,IPHONE 11,IPHONE 11,72,CA,W][OOR2,EMP - Regular,64
17.4,IPHONE 13,IPHONE 13,64,US,OQYWIPVV,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CH,JM[FK[2:,EMP - Regular,128
17.3.1,IPAD (9TH GENERATION,IPAD 9TH GEN,75,CN,ZIWK^;4=,EMP - Regular,64
17.2.1,IPHONE 11,IPHONE 11,77,IR,RZJRJQT,CW - Contractor,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,FIUPGPN:,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CH,VIWXU[BI,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CH,UQc^OZ,EMP - Regular,128
17.0.2,IPAD PRO 10.5-INCH,IPAD PRO 10.5-INCH,,CH,YWUPGVEZ,EMP - Regular,
17.3.1,IPHONE 13,IPHONE 13,64,US,HTMIX[3,EMP - Regular,128
16.7,IPAD PRO 10.5-INCH,IPAD PRO 10.5-INCH,,CH,O]NFHMS\,EMP - Regular,256
17.3.1,IPAD AIR 5TH GENERAT,IPAD AIR 5TH GEN,92,US,ZQUWUV[,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,FR,EW^VMMD9,EMP - Regular,128
17.2,IPAD AIR 5TH GENERAT,IPAD AIR 5TH GEN,,FR,H[LESM[K,EMP - Regular,
17.4,IPHONE 13,IPHONE 13,64,FR,H[LESM[K,EMP - Regular,128
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,UNKNOWN,XVTRU_O,Unknown,128
16.6.1,IPHONE 13,IPHONE 13,64,US,PIWI__,EMP - Regular,128
17.3.1,IPHONE 14,IPHONE 14,61,CH,VKQE[MSI,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,US,VIUPU]K9,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,PWWXUaB\,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,US,NQVI:;,EMP - Regular,128
17.3.1,IPHONE 11,IPHONE 11,77,RU,YI\MRQFT,EMP - Regular,128
16.6.1,IPHONE 12,IPHONE 12,75,EG,HTTPK[M[,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,CH,EIUGKZBJ,EMP - Regular,128
16.7,IPHONE 12,IPHONE 12,,US,OQW[8<,EMP - Regular,
17.4,IPHONE 12,IPHONE 12,75,CN,[]c89,EMP - Regular,128
17.4,IPHONE 11,IPHONE 11,77,GB,QW[QGVI,EMP - Regular,128
17.3.1,IPAD 7TH GEN 10.2-IN,IPAD 7TH GEN 10.2-INCH,93,CN,K]`58,EMP - Regular,128
17.2.1,IPHONE 12,IPHONE 12,85,SG,FPRER,EMP - Regular,256
17.1.2,IPHONE 12,IPHONE 12,75,US,VQPERa2,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,CH,EQWOKZUL,EMP - Regular,128
17.2.1,IPHONE 12,IPHONE 12,75,LT,NZNRK^JL,EMP - Regular,128
17.3.1,IPAD AIR 3RD GEN (WI,IPAD AIR 3RD GEN,86,CN,K]JRM_6=,EMP - Regular,64
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,HU,J]PE,EMP - Regular,64
17.3.1,IPHONE XR,IPHONE XR,,UNKNOWN,XVTRU_O,Unknown,256
17.4,IPHONE 12,IPHONE 12,75,CH,PWWX[ZVM,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,FI\XUO,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,VIPLOZO,EMP - Regular,64
17.2.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,JWXHKVPO,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,US,STJGKL,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,CH,YIWHKZI_,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,D[QQGVL,EMP - Regular,128
16.3.1,IPHONE 12,IPHONE 12,75,CH,PWXVYX,EMP - Regular,128
17.3.1,IPAD PRO 12.9-INCH.,IPAD PRO 12.9-INCH,,MM,KWVR,EMP - Regular,512
16.1.1,IPHONE 12,IPHONE 12,75,CH,YQW^KVTU,EMP - Temporary,128
17.4,IPHONE 12,IPHONE 12,75,CH,PI\EQQB,EMP - Long-term IA (LTIA),128
16.7,IPAD 8TH GEN 10.2-IN,IPAD 8TH GEN 10.2-INCH,,IN,SIWMMZQ;,EMP - Regular,32
17.1.1,IPHONE 12,IPHONE 12,75,MY,FP^ENX,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,71,US,FIWEYP,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,CH,V\[SHMP9,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,70,AU,UQLGOU4,EMP - Regular,64
17.4,IPHONE 13,IPHONE 13,64,US,STXYLNC9,EMP - Regular,128
17.3.1,IPAD AIR 3RD GEN (WI,IPAD AIR 3RD GEN,86,CN,]P^X88,EMP - Regular,64
17.2.1,IPHONE 13,IPHONE 13,64,US,OMMIYUM:,EMP - Regular,128
17.3,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,ZM\WTMSI,EMP - Regular,64
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,KW[RHWHU,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,CH,VKQ[GJE,EMP - Regular,128
17.3,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,CH,YW\[OVLL,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,HU,WW]LP93,CW - Contractor,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,EW[RS9,EMP - Regular,64
17.3.1,IPHONE 11,IPHONE 11,72,PH,JI[GS92=,EMP - Regular,64
17.1.2,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,GMWE\MN,EMP - Regular,128
16.7,IPAD PRO 11-INCH,IPAD PRO 11-INCH 1ST GEN,,US,PIWROVN9,EMP - Regular,
17.3.1,IPHONE 12,IPHONE 12,75,US,GW[IRJSZ,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,CH,ZMRRMIS],EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,CN,]PJR_;8:,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,T]RIT\,CW - Consultant,64
17.4,IPHONE 12,IPHONE 12,75,CH,NZ^QU^BX,EMP - Regular,128
17.4,IPAD PRO 12.9-INCH.,IPAD PRO 12.9-INCH,,US,VURXNL9;,EMP - Regular,128
17.2,IPAD 8TH GEN 10.2-IN,IPAD 8TH GEN 10.2-INCH,,GB,IMWXUVL,EMP - Regular,128
17.2,IPHONE 12,IPHONE 12,,US,PI[OR\,EMP - Regular,
17.4,IPHONE 12,IPHONE 12,75,US,SMWK_93,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,K]KFGZB:,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,,AE,WPJQObIS,EMP - Regular,
17.4,IPAD 7TH GEN 10.2-IN,IPAD 7TH GEN 10.2-INCH,93,BE,QW[KGI,EMP - Regular,128
17.3.1,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,CH,EMLOKZU,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,US,ZTJY,EMP - Regular,128
16.7,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,IN,VWUWKK,EMP - Regular,256
17.3.1,IPAD AIR 4TH GEN (WI,IPAD AIR 4TH GEN,,TW,N]XQ;,EMP - Regular,256
17.4,IPHONE 11,IPHONE 11,77,RU,PW[^NQOU,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,CH,KIVQKZO:,EMP - Regular,128
17.2.1,IPHONE 12 PRO,IPHONE 12 PRO,,PL,NVRSZMLR,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,DK,KMRRQ9,EMP - Regular,128
17.2.1,IPHONE 12,IPHONE 12,,ZA,QLUS\]T9,EMP - Regular,
17.4,IPAD AIR 4TH GEN (WI,IPAD AIR 4TH GEN,,TW,\MQW<,EMP - Regular,256
17.3.1,IPHONE 12,IPHONE 12,75,US,E]]XUVU,EMP - Regular,128
16.6.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,EI^QGI29,EMP - Regular,64
17.2.1,IPHONE 12,IPHONE 12,75,US,JZJQYK,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,KI\GNJ,EMP - Regular,64
17.2.1,IPHONE 12,IPHONE 12,75,IT,YQUPGI5,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,CH,EMNGXWGR,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CN,JIXV:,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,CR,NW_EIPB,EMP - Regular,128
17.4,IPHONE 14 PRO,IPHONE 14 PRO,71,US,XL^TGX,EMP - Regular,256
17.3,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,P]WHOOT9,EMP - Temporary,128
17.4,IPHONE 14,IPHONE 14,61,CH,OMW^N:,EMP - Regular,128
17.2,IPHONE 12,IPHONE 12,,US,EZNGN\FK,EMP - Regular,
17.4,IPHONE 14,IPHONE 14,61,CH,JWXHMMSb,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,NIKETWWS,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,US,NPJN[ZJ[,EMP - Regular,128
17.3.1,IPHONE 14,IPHONE 14,61,US,PW[VOU3:,EMP - Regular,128
17.3.1,IPAD 10.9-INCH 10TH,IPAD 10TH GEN 10.9-INCH,72,CN,OQL8;,EMP - Regular,64
17.3.1,IPHONE 13,IPHONE 13,64,EG,VWKL_U,CW - Contractor,128
17.3.1,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,121,AE,SW[U[MD,EMP - Regular,512
17.3,IPAD (9TH GENERATION,IPAD 9TH GEN,75,DE,UWQVM,CW - Contractor,64
17.4,IPHONE XR,IPHONE XR,62,CH,MI^WRQOL,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CA,G]VET[LI,EMP - Regular,128
17.4,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,121,US,E]UPG:,EMP - Regular,256
17.4,IPHONE 14,IPHONE 14,61,US,QQ^ESWBT,EMP - Regular,128
17.4,IPHONE 11,IPHONE 11,77,DE,VQNFUTEL,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,CH,U]NXYKN9,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,US,M_NMYM,EMP - Regular,128
17.4,IPAD 7TH GEN 10.2-IN,IPAD 7TH GEN 10.2-INCH,93,CN,O]U:?,EMP - Regular,128
17.4,IPAD (9TH GENERATION,IPAD 9TH GEN,75,CN,ZIWK_=5?,EMP - Regular,64
17.3.1,IPHONE 12,IPHONE 12,75,CN,SIW[78,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,70,CA,N]UHY,EMP - Regular,64
17.3.1,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,CH,ITNGQMO\,EMP - Regular,256
17.4,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,CH,UMOPKZQ,EMP - Regular,256
17.3.1,IPHONE 11,IPHONE 11,77,US,DZ^RJQOI,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,IT,PM[STQB,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,CH,QMQIXX,CW - Contractor,128
17.4,IPHONE 12,IPHONE 12,70,JP,QITEZ[I9,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,70,JP,VI\EQQI=,EMP - Regular,64
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,YI\MI^,EMP - Temporary,64
17.3.1,IPHONE 12,IPHONE 12,70,JP,V]PMNISS,EMP - Regular,64
16.7,IPHONE 11,IPHONE 11,77,ZA,SZNQYIH^,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,70,JP,KIbEYPB9,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,70,JP,L[QMO\5,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,70,JP,RVXX,EMP - Regular,64
16.6.1,IPHONE 12,IPHONE 12,70,JP,VPRKKUB:,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,ES,VM[VGKMU,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,]PJRM^2<,EMP - Regular,128
17.3.1,IPAD PRO 11-INCH,IPAD PRO 11-INCH 1ST GEN,128,US,J]L:,EMP - Regular,256
17.4,IPHONE 12,IPHONE 12,75,CH,YWSXQWB,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,70,JP,NI`EM]D\,EMP - Regular,64
16.5.1,IPHONE 12,IPHONE 12,75,US,FP[MYUTI,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,70,JP,PI]W[aBS,EMP - Temporary,64
17.4,IPHONE 12,IPHONE 12,70,JP,NIWIQWN9,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,70,JP,RSJHG\3,EMP - Regular,64
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,V\NVTJFZ,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,US,TW[WNQBO,EMP - Regular,128
17.3,IPHONE 12,IPHONE 12,70,JP,XUN^G_N9,EMP - Regular,64
17.4,IPHONE 11,IPHONE 11,72,CA,D\TMT[K<,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,US,JW^OX,EMP - Regular,128
17.3.1,IPAD 7TH GEN 10.2-IN,IPAD 7TH GEN 10.2-INCH,93,CN,V]WJ7?,EMP - Regular,128
